leeyes_id,category,feature_name,baseline_status,decision_status,delivery_status,size,priority_tier,priority_rank,priority_reason,requirement_ids,acceptance_ref,implementation_refs,test_refs,verification_refs,dependencies,risk_notes,updated_at,delivery_ref
LEY-FILE-006,ファイル操作,外部起動詳細,Missing,Selected,Published,M,P3,19,外部app allowlist基盤に依存,REQ-LEY-P3-017,docs/current/requirements.md#REQ-LEY-P3-017,src-tauri/src/application/file_operations.rs;src-tauri/src/lib.rs;src/features/catalog/ExternalAppDialog.tsx;src/features/library/client.ts,src-tauri/src/application/file_operations.rs;src/features/catalog/ExternalAppDialog.test.tsx;src/features/library/client.test.ts,docs/current/verification.md#leeyes-p3-r-外部アプリ登録安全起動履歴; canonical全12 stage PASS; Rust 211+1 PASS; frontend 473 PASS; Python 61 PASS,LEY-FILE-005,quoting・command injection; Rust Commandへ個別argだけを渡す,2026-08-21,SELF
LEY-FILE-007,ファイル操作,アプリ選択履歴,Missing,Selected,Published,S,P3,20,外部app allowlist基盤に依存,REQ-LEY-P3-017,docs/current/requirements.md#REQ-LEY-P3-017,src-tauri/src/state/repository.rs;src-tauri/src/application/file_operations.rs;src/features/catalog/ExternalAppDialog.tsx,src-tauri/src/state/repository.rs;src/features/catalog/ExternalAppDialog.test.tsx,docs/current/verification.md#leeyes-p3-r-外部アプリ登録安全起動履歴; canonical全12 stage PASS; Rust 211+1 PASS; frontend 473 PASS; Python 61 PASS,LEY-FILE-005,privacy; pathと引数を履歴へ保存しない,2026-08-21,SELF
LEY-FILE-008,ファイル操作,実行ファイル起動,Rejected,DeclinedSafety,Rejected,NA,,,,,,,,,,任意コード実行,2026-08-20,
LEY-FILE-009,ファイル操作,最近使った項目,Partial,Selected,Published,M,P1,5,既存履歴基盤のPartialを先に完成,REQ-LEY-P1-013,docs/current/requirements.md#leeyes-p1-b-既存機能完成の受入条件,src/App.tsx;src/features/library/client.ts;src-tauri/src/application/mod.rs;src-tauri/src/state/repository.rs;src-tauri/src/lib.rs,src/App.test.tsx;src-tauri/src/state/repository.rs,docs/current/verification.md#leeyes-p1-b-既存機能完成;Windows tests PASS;Rust canonical PASS;Windows build PASS,history store,privacy・missing path,2026-08-21,SELF
LEY-FILE-010,ファイル操作,画像を閉じる,Equivalent,NoAction,Existing,NA,,,,,,,,,,,2026-08-20,
LEY-FILE-011,ファイル操作,削除,Equivalent,NoAction,Existing,NA,,,,,,,,,,,2026-08-20,
LEY-FILE-012,ファイル操作,名前変更,Equivalent,NoAction,Existing,NA,,,,,,,,,,,2026-08-20,
LEY-FILE-013,ファイル操作,プロパティ,Equivalent,NoAction,Existing,NA,,,,,,,,,,,2026-08-20,
LEY-FILE-014,ファイル操作,新規フォルダ,Equivalent,NoAction,Existing,NA,,,,,,,,,,,2026-08-20,
LEY-FILE-015,ファイル操作,親単位削除,Alternative,ReviewAlternative,AlternativeExisting,NA,,,,,,,,,明示選択削除,誤削除,2026-08-20,
LEY-FILE-016,ファイル操作,元に戻す,Missing,Selected,NotStarted,L,P4,11,安全なoperation journal基盤,,,,,,operation journal,外部変更・回復不能操作,2026-08-21,
LEY-FILE-017,ファイル操作,切取・コピー・貼付,Equivalent,NoAction,Existing,NA,,,,,,,,,,,2026-08-20,
LEY-FILE-018,ファイル操作,指定先へコピー・移動,Equivalent,NoAction,Existing,NA,,,,,,,,,,,2026-08-20,
LEY-FILE-019,ファイル操作,パス・親パスコピー,Equivalent,NoAction,Existing,NA,,,,,,,,,,,2026-08-20,
LEY-FILE-020,ファイル操作,ドラッグ＆ドロップ,Partial,Selected,Published,M,P3,11,既存DnDのPartialを完成,REQ-LEY-P3-010,docs/current/requirements.md#leeyes-p3-操作検索の受入条件,src-tauri/src/application/file_operations.rs;src-tauri/src/lib.rs;src/App.tsx;src/features/catalog/CatalogGrid.tsx;src/features/navigation/FolderTree.tsx;src/features/library/client.ts;src/features/library/native-file-drop.ts;src/styles.css,src-tauri/src/application/file_operations.rs;src/App.test.tsx;src/features/catalog/CatalogGrid.test.tsx;src/features/navigation/FolderTree.test.tsx;src/features/library/client.test.ts;src/features/library/native-file-drop.test.ts,docs/current/verification.md#leeyes-p3-k-ドラッグドロップ;Windows tests PASS;Rust canonical PASS;Windows build PASS;CoDD PASS,platform drag payload,外部path検証;Windows Shell payload;実Explorer DnD・DPI・network・removable・大量copy性能未測定,2026-08-21,SELF
LEY-FILE-021,ファイル操作,削除設定,Alternative,ReviewAlternative,AlternativeExisting,NA,,,,,,,,,safe confirmation policy,,2026-08-20,
LEY-FILE-022,ファイル操作,名前変更設定,Missing,Selected,Published,M,P3,21,preview付きrename基盤,REQ-LEY-P3-018,docs/current/requirements.md#REQ-LEY-P3-018,src-tauri/src/application/file_operations.rs;src-tauri/src/state/repository.rs;src-tauri/src/lib.rs;src/features/catalog/BatchRenameDialog.tsx;src/features/catalog/CatalogContextMenu.tsx;src/App.tsx;src/features/library/client.ts,src-tauri/src/application/file_operations.rs;src-tauri/src/state/repository.rs;src/features/catalog/BatchRenameDialog.test.tsx;src/features/catalog/CatalogContextMenu.test.tsx;src/App.test.tsx;src/features/library/client.test.ts,docs/current/verification.md#leeyes-p3-s-名前変更設定; canonical全12 stage PASS; Rust 214+1 PASS; frontend 476 PASS; Python 61 PASS; 256 real files plan 62.821ms,rename preview,collision・拡張子・途中失敗; Rust planと逆順rollbackを正本化,2026-08-21,SELF
LEY-FILE-023,ファイル操作,選択コマンド,Equivalent,NoAction,Existing,NA,,,,,,,,,,,2026-08-20,
LEY-VIEWER-001,Viewer,順次ページ移動,Equivalent,NoAction,Existing,NA,,,,,,,,,,,2026-08-20,
LEY-VIEWER-002,Viewer,先頭・末尾移動,Alternative,ReviewAlternative,AlternativeExisting,S,,,,,,,,,page selector,,2026-08-20,
LEY-VIEWER-003,Viewer,表示単位移動,Equivalent,NoAction,Existing,NA,,,,,,,,,,,2026-08-20,
LEY-VIEWER-004,Viewer,1ファイル単位移動,Missing,Selected,Published,S,,,,REQ-FR-B23-001,docs/current/requirements.md#leeyes-viewer操作外観の受入条件,src/features/viewer/model.ts;src/features/viewer/Viewer.tsx,src/features/viewer/model.test.ts;src/features/viewer/Viewer.test.tsx,docs/current/verification.md#fr-b23-leeyes-viewer操作外観;Windows tests PASS;Rust canonical PASS;CoDD PASS,spread state,,2026-08-20,SELF
LEY-VIEWER-005,Viewer,ページ番号ジャンプ,Alternative,ReviewAlternative,AlternativeExisting,NA,,,,,,,,,page selector,,2026-08-20,
LEY-VIEWER-006,Viewer,ランダム移動,Missing,Selected,Published,S,P1,16,独立したviewer操作,REQ-LEY-P1-020,docs/current/requirements.md#leeyes-p1-c-独立s機能の受入条件,src/features/viewer/Viewer.tsx;src/features/viewer/model.ts,src/features/viewer/Viewer.test.tsx;src/features/viewer/model.test.ts,docs/current/verification.md#leeyes-p1-c-独立s機能;Windows tests PASS;Windows build PASS;CoDD PASS,page sequence,統計分布は未測定,2026-08-21,SELF
LEY-VIEWER-007,Viewer,スライドショー,Partial,Selected,Published,M,P2,1,slideshow基盤のPartialを先に完成,REQ-LEY-P2-001,docs/current/requirements.md#leeyes-p2-閲覧中核の受入条件,src/features/viewer/Viewer.tsx;src/App.tsx,src/features/viewer/Viewer.test.tsx,docs/current/verification.md#leeyes-p2-a-slideshow中核;Windows tests PASS;Windows build PASS;CoDD PASS,timer/background,release focus・backgroundは未測定,2026-08-21,SELF
LEY-VIEWER-008,Viewer,スライド詳細設定,Missing,Selected,Published,M,P2,13,slideshow基盤に依存,REQ-LEY-P2-013,docs/current/requirements.md#leeyes-p2-閲覧中核の受入条件,src/features/viewer/slideshow.ts;src/features/viewer/Viewer.tsx;src/features/settings/profile.ts;src/features/settings/SettingsDialog.tsx;src/features/library/client.ts;src/App.tsx;src-tauri/src/application/mod.rs;src-tauri/src/state/repository.rs,src/features/viewer/slideshow.test.ts;src/features/viewer/Viewer.test.tsx;src/features/settings/profile.test.ts;src/App.test.tsx;src-tauri/src/application/mod.rs;src-tauri/src/state/repository.rs,docs/current/verification.md#leeyes-p2-m-slideshow詳細設定;Windows tests PASS;Rust canonical PASS;Windows build PASS;CoDD PASS,LEY-VIEWER-007,timing・focus;Leeyes random重複規則不明のためbounded shuffle-bagを採用,2026-08-21,SELF
LEY-VIEWER-009,Viewer,境界動作,Partial,Selected,Published,M,P2,2,既存巻末policyのPartialを先に完成,REQ-LEY-P2-002,docs/current/requirements.md#leeyes-p2-閲覧中核の受入条件,src/features/catalog/end-of-volume.ts;src/App.tsx;src/features/settings/SettingsDialog.tsx;src/features/settings/profile.ts;src-tauri/src/application/mod.rs;src-tauri/src/state/repository.rs,src/features/catalog/end-of-volume.test.ts;src/App.test.tsx;src/features/settings/profile.test.ts;src-tauri/src/application/mod.rs;src-tauri/src/state/repository.rs,docs/current/verification.md#leeyes-p2-b-境界動作;Windows tests PASS;Windows build PASS;CoDD PASS,library ordering,release全policy直接観測は未測定,2026-08-21,SELF
LEY-VIEWER-010,Viewer,しおり,Partial,Selected,Published,M,P2,3,既存bookmark基盤のPartialを先に完成,REQ-LEY-P2-003,docs/current/requirements.md#leeyes-p2-閲覧中核の受入条件,src-tauri/src/state/repository.rs;src-tauri/src/application/mod.rs;src/features/library/client.ts;src/features/reading/collections.ts;src/features/viewer/Viewer.tsx;src/App.tsx,src-tauri/src/state/repository.rs;src/features/reading/collections.test.ts;src/features/viewer/Viewer.test.tsx;src/App.test.tsx,docs/current/verification.md#leeyes-p2-c-しおり;Windows tests PASS;Rust canonical PASS;Windows build PASS;CoDD PASS,DB schema,release SQLite migration・10000件上限性能は未測定,2026-08-21,SELF
LEY-VIEWER-011,Viewer,画像をクリップボードへコピー,Missing,Selected,Published,M,P2,14,viewer media出力の追加,REQ-LEY-P2-014,docs/current/requirements.md#leeyes-p2-閲覧中核の受入条件,src-tauri/src/application/mod.rs::copy_viewer_page_to_clipboard;src-tauri/src/catalog/thumbnail.rs::decode_wic_bgra;src-tauri/src/application/file_operations.rs::write_image_clipboard;src/features/viewer/Viewer.tsx,src-tauri/src/application/file_operations.rs::req_ley_p2_014_*;src-tauri/src/catalog/thumbnail.rs::req_ley_p2_014_*;src/features/viewer/Viewer.test.tsx::REQ-LEY-P2-014,docs/current/verification.md#leeyes-p2-n-画像clipboard;Windows tests PASS;Rust canonical PASS;Windows build PASS;CoDD PASS,image encoding・clipboard,memory;release他app貼り付け・最大実画像性能は未測定,2026-08-21,SELF
LEY-VIEWER-012,Viewer,一覧選択同期,Missing,Selected,Published,M,P2,15,viewerとcatalog状態の同期,REQ-LEY-P2-015,docs/current/requirements.md#leeyes-p2-閲覧中核の受入条件,src/features/viewer/catalog-selection.ts;src/App.tsx;src/features/settings/profile.ts;src/features/settings/SettingsDialog.tsx;src/features/library/client.ts;src-tauri/src/application/mod.rs;src-tauri/src/state/repository.rs,src/features/viewer/catalog-selection.test.ts;src/features/library/client.test.ts;src/features/settings/profile.test.ts;src/App.test.tsx;src-tauri/src/application/mod.rs;src-tauri/src/state/repository.rs,docs/current/verification.md#leeyes-p2-o-一覧選択同期;Windows tests PASS;Rust canonical PASS;Windows build PASS;CoDD PASS,cross-window state,大量catalogのrelease復帰scrollは未測定,2026-08-21,SELF
LEY-VIEWER-013,Viewer,自動・単ページ・見開き,Partial,Selected,Published,M,P2,4,spread判定基盤のPartialを先に完成,REQ-LEY-P2-004,docs/current/requirements.md#leeyes-p2-閲覧中核の受入条件,src/features/viewer/model.ts;src/features/viewer/Viewer.tsx;src/features/settings/profile.ts;src/features/settings/SettingsDialog.tsx;src/features/library/client.ts;src/App.tsx;src-tauri/src/application/mod.rs;src-tauri/src/state/repository.rs,src/features/viewer/model.test.ts;src/features/viewer/Viewer.test.tsx;src/features/settings/profile.test.ts;src/App.test.tsx;src-tauri/src/application/mod.rs,docs/current/verification.md#leeyes-p2-d-自動単ページ見開き;Windows tests PASS;Rust canonical PASS;Windows build PASS;CoDD PASS,spread heuristic,release resize・多様な縦横比は未測定,2026-08-21,SELF
LEY-VIEWER-014,Viewer,見開き条件,Partial,Selected,Published,M,P2,5,spread判定基盤に依存,REQ-LEY-P2-005,docs/current/requirements.md#leeyes-p2-閲覧中核の受入条件,src/features/viewer/model.ts;src/features/viewer/Viewer.tsx;src/features/settings/profile.ts;src/features/settings/SettingsDialog.tsx;src/features/library/client.ts;src/App.tsx;src-tauri/src/application/mod.rs;src-tauri/src/state/repository.rs,src/features/viewer/model.test.ts;src/features/viewer/Viewer.test.tsx;src/features/settings/profile.test.ts;src/App.test.tsx;src-tauri/src/application/mod.rs;src-tauri/src/state/repository.rs,docs/current/verification.md#leeyes-p2-e-見開き条件;Windows tests PASS;Rust canonical PASS;Windows build PASS;CoDD PASS,LEY-VIEWER-013,rule complexity;release DPI・実画像matrixは未測定,2026-08-21,SELF
LEY-VIEWER-015,Viewer,綴じ方向,Equivalent,NoAction,Existing,NA,,,,,,,,,,,2026-08-20,
LEY-VIEWER-016,Viewer,シーク直接移動,Equivalent,NoAction,Existing,NA,,,,,,,,,,,2026-08-20,
LEY-VIEWER-017,Viewer,シーク左原点切替,Alternative,ReviewAlternative,AlternativeExisting,S,,,,,,,,,reading direction UX,,2026-08-20,
LEY-VIEWER-018,Viewer,フィットモード,Equivalent,NoAction,Existing,NA,,,,,,,,,,,2026-08-20,
LEY-VIEWER-019,Viewer,フィット詳細,Partial,Selected,Published,M,P2,6,既存fit計算のPartialを先に完成,REQ-LEY-P2-006,docs/current/requirements.md#leeyes-p2-閲覧中核の受入条件,src/features/viewer/model.ts;src/features/viewer/Viewer.tsx;src/styles.css;src/features/settings/profile.ts;src/features/settings/SettingsDialog.tsx;src/features/library/client.ts;src/App.tsx;src-tauri/src/application/mod.rs;src-tauri/src/state/repository.rs,src/features/viewer/model.test.ts;src/features/viewer/Viewer.test.tsx;src/features/settings/profile.test.ts;src/App.test.tsx;src-tauri/src/application/mod.rs;src-tauri/src/state/repository.rs,docs/current/verification.md#leeyes-p2-f-フィット詳細;Windows tests PASS;Rust canonical PASS;Windows build PASS;CoDD PASS,LEY-VIEWER-014,layout math;release DPI・巨大画像実測は未測定,2026-08-21,SELF
LEY-VIEWER-020,Viewer,倍率直接入力,Partial,Selected,Published,S,P1,6,既存zoom操作のPartialを先に完成,REQ-LEY-P1-003,docs/current/requirements.md#leeyes-p1-a-即効改善の受入条件,src/features/viewer/model.ts;src/features/viewer/Viewer.tsx;src/features/settings/SettingsDialog.tsx;src/features/settings/profile.ts;src-tauri/src/application/mod.rs,src/features/viewer/model.test.ts;src/features/viewer/Viewer.test.tsx;src/features/settings/profile.test.ts;src/App.test.tsx;src-tauri/src/application/mod.rs,docs/current/verification.md#leeyes-p1-a-即効改善;Windows tests PASS;Rust canonical PASS;Windows build PASS;CoDD PASS,zoom controls,clamp,2026-08-21,SELF
LEY-VIEWER-021,Viewer,ピクセル寸法指定,Missing,Selected,Published,S,P1,17,独立したzoom指定,REQ-LEY-P1-006,docs/current/requirements.md#leeyes-p1-a-即効改善の受入条件,src/features/viewer/model.ts;src/features/viewer/Viewer.tsx;src/styles.css,src/features/viewer/model.test.ts;src/features/viewer/Viewer.test.tsx,docs/current/verification.md#leeyes-p1-a-即効改善;Windows tests PASS;Rust canonical PASS;Windows build PASS;CoDD PASS,zoom model,usefulness確認,2026-08-21,SELF
LEY-VIEWER-022,Viewer,一時・段階ズーム,Partial,Selected,Published,S,P1,7,既存zoom状態のPartialを先に完成,REQ-LEY-P1-004,docs/current/requirements.md#leeyes-p1-a-即効改善の受入条件,src/App.tsx;src/features/viewer/Viewer.tsx;src/features/viewer/model.ts;src/features/settings/profile.ts;src-tauri/src/application/mod.rs;src-tauri/src/state/repository.rs,src/features/viewer/Viewer.test.tsx;src/features/viewer/model.test.ts;src/features/settings/profile.test.ts;src-tauri/src/application/mod.rs;src-tauri/src/state/repository.rs,docs/current/verification.md#leeyes-p1-a-即効改善;Windows tests PASS;Rust canonical PASS;Windows build PASS;CoDD PASS,profile persistence,,2026-08-21,SELF
LEY-VIEWER-023,Viewer,原寸表示,Equivalent,NoAction,Existing,NA,,,,,,,,,,,2026-08-20,
LEY-VIEWER-024,Viewer,補間方式,Alternative,ReviewAlternative,AlternativeExisting,NA,,,,,,,,,render backend,旧algorithm互換は非推奨,2026-08-20,
LEY-VIEWER-025,Viewer,背景・余白・間隔,Partial,Selected,Published,S,,,,REQ-FR-B23-002;REQ-FR-B23-004,docs/current/requirements.md#leeyes-viewer操作外観の受入条件,src/features/viewer/Viewer.tsx;src/styles.css;src/features/settings/profile.ts;src/features/settings/SettingsDialog.tsx;src/App.tsx;src-tauri/src/application/mod.rs;src-tauri/src/state/repository.rs,src/features/viewer/Viewer.test.tsx;src/features/settings/profile.test.ts;src/App.test.tsx;src-tauri/src/application/mod.rs;src-tauri/src/state/repository.rs;tests/test_ui_styles.py,docs/current/verification.md#fr-b23-leeyes-viewer操作外観;Windows tests PASS;Rust canonical PASS;Windows build PASS;CoDD PASS,theme・profile,,2026-08-20,SELF
LEY-VIEWER-026,Viewer,スクロール・パン・アニメーション,Partial,Selected,Published,M,P2,7,scroll入力基盤のPartialを先に完成,REQ-LEY-P2-007,docs/current/requirements.md#leeyes-p2-閲覧中核の受入条件,src/features/viewer/model.ts;src/features/viewer/Viewer.tsx;src/features/settings/profile.ts;src/features/settings/SettingsDialog.tsx;src/features/library/client.ts;src/App.tsx;src-tauri/src/application/mod.rs;src-tauri/src/state/repository.rs,src/features/viewer/model.test.ts;src/features/viewer/Viewer.test.tsx;src/features/settings/profile.test.ts;src/App.test.tsx;src-tauri/src/application/mod.rs;src-tauri/src/state/repository.rs,docs/current/verification.md#leeyes-p2-g-scroll--pan--animation;Windows tests PASS;Rust canonical PASS;Windows build PASS;CoDD PASS,input・layout,accessibility;release実入力は未測定,2026-08-21,SELF
LEY-VIEWER-027,Viewer,N字・Z字スクロール,Partial,Selected,Published,M,P2,8,scroll入力基盤に依存,REQ-LEY-P2-008,docs/current/requirements.md#leeyes-p2-閲覧中核の受入条件,src/features/viewer/model.ts;src/features/viewer/Viewer.tsx;src/features/settings/profile.ts;src/features/settings/SettingsDialog.tsx;src/features/library/client.ts;src/App.tsx;src-tauri/src/application/mod.rs;src-tauri/src/state/repository.rs,src/features/viewer/model.test.ts;src/features/viewer/Viewer.test.tsx;src/features/settings/profile.test.ts;src/App.test.tsx;src-tauri/src/application/mod.rs;src-tauri/src/state/repository.rs,docs/current/verification.md#leeyes-p2-h-n字z字スクロール;Windows tests PASS;Rust canonical PASS;Windows build PASS;CoDD PASS,LEY-VIEWER-026・reading direction,scan path;release実画像は未測定,2026-08-21,SELF
LEY-VIEWER-028,Viewer,カーソル自動非表示,Missing,Selected,Published,S,,,,REQ-FR-B23-003;REQ-FR-B23-004,docs/current/requirements.md#leeyes-viewer操作外観の受入条件,src/features/viewer/Viewer.tsx;src/styles.css;src/features/settings/profile.ts;src/features/settings/SettingsDialog.tsx;src/App.tsx;src-tauri/src/application/mod.rs;src-tauri/src/state/repository.rs,src/features/viewer/Viewer.test.tsx;src/features/settings/profile.test.ts;src/App.test.tsx;src-tauri/src/application/mod.rs;tests/test_ui_styles.py,docs/current/verification.md#fr-b23-leeyes-viewer操作外観;Windows tests PASS;Rust canonical PASS;Windows build PASS;CoDD PASS,fullscreen pointer UX,,2026-08-20,SELF
LEY-VIEWER-029,Viewer,ルーペ,Partial,Selected,Published,M,P2,9,既存loupeのPartialを先に完成,REQ-LEY-P2-009,docs/current/requirements.md#leeyes-p2-閲覧中核の受入条件,src/features/viewer/model.ts;src/features/viewer/Viewer.tsx;src/styles.css;src/features/settings/profile.ts;src/features/settings/SettingsDialog.tsx;src/features/library/client.ts;src/App.tsx;src-tauri/src/application/mod.rs;src-tauri/src/state/repository.rs,src/features/viewer/model.test.ts;src/features/viewer/Viewer.test.tsx;src/features/settings/profile.test.ts;src/App.test.tsx;tests/test_ui_styles.py;src-tauri/src/application/mod.rs;src-tauri/src/state/repository.rs,docs/current/verification.md#leeyes-p2-i-ルーペ;Windows tests PASS;Rust canonical PASS;Windows build PASS;CoDD PASS,GPU rendering,performance;release GPU実測は未測定,,2026-08-21,SELF
LEY-VIEWER-030,Viewer,回転・反転,Missing,Selected,Published,M,P2,16,spreadとrender変換を横断,REQ-LEY-P2-016,docs/current/requirements.md#leeyes-p2-閲覧中核の受入条件,src/features/viewer/image-transform.ts;src/features/viewer/Viewer.tsx;src/styles.css,src/features/viewer/image-transform.test.ts;src/features/viewer/Viewer.test.tsx,docs/current/verification.md#leeyes-p2-p-回転反転;Windows tests PASS;Rust canonical PASS;Windows build PASS;CoDD PASS,spread・cache,release実画像・見開き・DPI・GPU描画は未測定,2026-08-21,SELF
LEY-VIEWER-031,Viewer,グリッド,Missing,Selected,Published,S,P1,18,独立したviewer overlay,REQ-LEY-P1-007,docs/current/requirements.md#leeyes-p1-a-即効改善の受入条件,src/App.tsx;src/features/viewer/Viewer.tsx;src/features/viewer/model.ts;src/styles.css;src/features/settings/profile.ts;src-tauri/src/application/mod.rs;src-tauri/src/state/repository.rs,src/features/viewer/Viewer.test.tsx;src/features/viewer/model.test.ts;src/features/settings/profile.test.ts;src-tauri/src/application/mod.rs;src-tauri/src/state/repository.rs,docs/current/verification.md#leeyes-p1-a-即効改善;Windows tests PASS;Rust canonical PASS;Windows build PASS;CoDD PASS,overlay,,2026-08-21,SELF
LEY-VIEWER-032,Viewer,先読み,Partial,Selected,Published,M,P2,10,既存prefetch基盤のPartialを先に完成,REQ-LEY-P2-010,docs/current/requirements.md#leeyes-p2-閲覧中核の受入条件,src/features/viewer/model.ts;src/features/viewer/Viewer.tsx;src/features/settings/profile.ts;src/features/settings/SettingsDialog.tsx;src/features/library/client.ts;src/App.tsx;src-tauri/src/application/mod.rs;src-tauri/src/state/repository.rs;src-tauri/src/media/mod.rs,src/features/viewer/model.test.ts;src/features/viewer/Viewer.test.tsx;src/features/settings/profile.test.ts;src/App.test.tsx;src-tauri/src/application/mod.rs;src-tauri/src/state/repository.rs;src-tauri/src/media/mod.rs,docs/current/verification.md#leeyes-p2-j-先読み;Windows tests PASS;Rust canonical PASS;Windows build PASS;CoDD PASS,decode cache,memory cap;release archive・巨大画像実測は未測定,,2026-08-21,SELF
LEY-VIEWER-033,Viewer,全画面終了・スクリーンセーバー制御,Partial,Selected,Published,S,P2,11,既存fullscreen lifecycleのPartialを先に完成,REQ-LEY-P2-011,docs/current/requirements.md#leeyes-p2-閲覧中核の受入条件,src/features/viewer/fullscreen.ts;src/features/viewer/Viewer.tsx;src/features/settings/profile.ts;src/features/settings/SettingsDialog.tsx;src/features/library/client.ts;src/App.tsx;src-tauri/src/application/display_awake.rs;src-tauri/src/application/mod.rs;src-tauri/src/state/repository.rs,src/features/viewer/fullscreen.test.ts;src/features/viewer/Viewer.test.tsx;src/features/settings/profile.test.ts;src/App.test.tsx;src-tauri/src/application/display_awake.rs;src-tauri/src/application/mod.rs;src-tauri/src/state/repository.rs,docs/current/verification.md#leeyes-p2-k-全画面終了スクリーンセーバー制御;Windows tests PASS;Rust canonical PASS;Windows build PASS;CoDD PASS,OS power APIs,platform差;release実スクリーンセーバー待機は未測定,2026-08-21,SELF
LEY-VIEWER-034,Viewer,分離Viewer操作,Equivalent,NoAction,Existing,NA,,,,,,,,,,,2026-08-20,
LEY-INPUT-001,入力,複数キー割当,Partial,Selected,Published,M,P3,12,複数bindingのcommand基盤,REQ-LEY-P3-011,docs/current/requirements.md#leeyes-p3-操作検索の受入条件,src-tauri/src/application/mod.rs;src-tauri/src/state/repository.rs;src/App.tsx;src/features/input/shortcuts.ts;src/features/settings/profile.ts;src/features/settings/SettingsDialog.tsx;src/features/help/OfflineHelp.tsx;src/styles.css,src-tauri/src/application/mod.rs;src-tauri/src/state/repository.rs;src/App.fr-b11.test.tsx;src/App.test.tsx;src/features/input/shortcuts.test.ts;src/features/settings/profile.test.ts;src/features/help/OfflineHelp.test.tsx,docs/current/verification.md#leeyes-p3-l-複数キー割当;Windows tests PASS;Rust canonical PASS;Windows build PASS;CoDD PASS,shortcut registry,alternate release UI・keyboard layout・IME・AltGr未測定,2026-08-21,SELF
LEY-INPUT-002,入力,グローバル・Viewer優先順位,Equivalent,NoAction,Existing,NA,,,,,,,,,,,2026-08-20,
LEY-INPUT-003,入力,綴じ方向キー交換,Equivalent,NoAction,Existing,NA,,,,,,,,,,,2026-08-20,
LEY-INPUT-004,入力,キー割当初期化,Partial,Selected,Published,S,P1,8,既存shortcut設定のPartialを先に完成,REQ-LEY-P1-005,docs/current/requirements.md#leeyes-p1-a-即効改善の受入条件,src/App.tsx;src/features/settings/SettingsDialog.tsx;src/features/settings/profile.ts,src/App.test.tsx;src/App.fr-b11.test.tsx;src/features/settings/profile.test.ts,docs/current/verification.md#leeyes-p1-a-即効改善;Windows tests PASS;Rust canonical PASS;Windows build PASS;CoDD PASS,profile,,2026-08-21,SELF
LEY-INPUT-005,入力,キースクロール設定,Partial,Selected,Published,M,P3,13,P2 scroll基盤へ接続,REQ-LEY-P3-012,docs/current/requirements.md#leeyes-p3-操作検索の受入条件,src-tauri/src/application/mod.rs;src-tauri/src/state/repository.rs;src/App.tsx;src/features/library/client.ts;src/features/settings/profile.ts;src/features/settings/SettingsDialog.tsx;src/features/viewer/model.ts;src/features/viewer/Viewer.tsx,src-tauri/src/application/mod.rs;src-tauri/src/state/repository.rs;src/App.test.tsx;src/features/library/client.test.ts;src/features/settings/profile.test.ts;src/features/viewer/model.test.ts;src/features/viewer/Viewer.test.tsx,docs/current/verification.md#leeyes-p3-m-キースクロール設定;Windows tests PASS;Rust canonical PASS;Windows build PASS;CoDD PASS,LEY-VIEWER-026,accessibility;実keyboard repeat・scroll latency未測定,2026-08-21,SELF
LEY-INPUT-006,入力,一覧マウス割当,Missing,Selected,Published,M,P3,14,共通command基盤へ接続,REQ-LEY-P3-013,docs/current/requirements.md#leeyes-p3-操作検索の受入条件,src-tauri/src/application/mod.rs;src-tauri/src/state/repository.rs;src/App.tsx;src/features/catalog/CatalogGrid.tsx;src/features/input/catalog-mouse.ts;src/features/library/client.ts;src/features/settings/profile.ts;src/features/settings/SettingsDialog.tsx,src-tauri/src/application/mod.rs;src-tauri/src/state/repository.rs;src/App.test.tsx;src/features/catalog/CatalogGrid.test.tsx;src/features/input/catalog-mouse.test.ts;src/features/library/client.test.ts;src/features/settings/profile.test.ts,docs/current/verification.md#leeyes-p3-n-一覧マウス割当;Windows tests PASS;Rust canonical PASS;Windows build PASS;CoDD PASS,command registry,context menu・drag・複数選択競合;実5-button mouse未測定,2026-08-21,SELF
LEY-INPUT-007,入力,Viewerマウス割当,Equivalent,NoAction,Existing,NA,,,,,,,,,,,2026-08-20,
LEY-INPUT-008,入力,4象限クリック,Missing,Selected,Published,M,P3,15,共通command基盤へ接続,REQ-LEY-P3-014,docs/current/requirements.md#leeyes-p3-操作検索の受入条件,src-tauri/src/application/mod.rs;src-tauri/src/state/repository.rs;src/App.tsx;src/features/viewer/Viewer.tsx;src/features/input/viewer-quadrants.ts;src/features/library/client.ts;src/features/settings/profile.ts;src/features/settings/SettingsDialog.tsx,src-tauri/src/application/mod.rs;src-tauri/src/state/repository.rs;src/App.test.tsx;src/features/viewer/Viewer.test.tsx;src/features/input/viewer-quadrants.test.ts;src/features/library/client.test.ts;src/features/settings/profile.test.ts,docs/current/verification.md#leeyes-p3-o-4象限クリック;Windows tests PASS;Rust canonical PASS;Windows build PASS;CoDD PASS,command registry;LEY-INPUT-007,touch・pen・pan・double click競合;実device未測定,2026-08-21,SELF
